MS Zoning;A (agr);C;FV;I (all);RH;RL;RM;Lot Frontage;Lot Area;Street;Pave;Grvl;Alley;Pave;Grvl;NA;Lot Shape;IR1;IR2;IR3;Reg;Land Contour;Bnk;HLS;Low;Lvl;Utilities;AllPub;NoSeWa;NoSewr;Lot Config;Corner;CuIDSac;FR2;FR3;Inside;Land Slope;Gtl;Mod;Sev;Neighborhood;Blmngtn;Blueste;BrDale;BrkSide;ClearCr;CollgCr;Crawfor;Edwards;Gilbert;Greens;GrnHill;IDOTRR;Landmrk;MeadowV;Mitchel;NAmes;NoRidge;NPkVill;NridgHt;NWAmes;OldTown;Sawyer;SawyerW;Somerst;StoneBr;SWISU;Timber;Veenker;Condition 1;Artery;Feedr;Norm;RRNn;RRAn;PosN;PosA;RRNe;RRAe;Condition 2;Artery;Feedr;Norm;RRNn;RRAn;PosN;PosA;RRNe;RRAe;Bldg Type;1Fam;2FmCon;Duplx;TwnhsE;TwnhsI;House Style;1Story;1.5Fin;1.5Unf;2Story;2.5Fin;2.5Unf;Sfoyer;SLvl;Overall Qual;Overall Cond;Year Built;Year Remod/Add;Roof Style;Flat;Gable;Gambrel;Hip;Mansard;Shed;Roof Matl;ClyTile;CompShg;Membran;Metal;Roll;Tar&Grv;WdShake;WdShngl;Exterior 1st;AsbShng;AsphShn;BrkComm;BrkFace;CBlock;CemntBd;HdBoard;ImStucc;MetalSd;Other;Plywood;PreCast;Stone;Stucco;VinylSd;Wd Sdng;WdShing;Exterior 2nd;AsbShng;AsphShn;BrkComm;BrkFace;CBlock;CemntBd;HdBoard;ImStucc;MetalSd;Other;Plywood;PreCast;Stone;Stucco;VinylSd;Wd Sdng;WdShing;Mas Vnr Type;BrkCmn;BrkFace;CBlock;None;Stone;Mas Vnr Area;BsmtFin SF 1;BsmtFin SF 2;Bsmt Unf SF;Total Bsmt SF;1st Flr SF;2nd Flr SF;Low Qual Fin SF;Gr Liv Area;Bsmt Full Bath;Bsmt Half Bath;Full Bath;Half Bath;Bedroom AbvGr;Kitchen AbvGr;TotRms AbvGrd;Fireplaces;Garage Yr Blt;Garage Cars;Garage Area;Wood Deck SF;Open Porch SF;Enclosed Porch;3Ssn Porch;Screen Porch;Pool Area;Mo Sold;1;2;3;4;5;6;7;8;9;10;11;12;Yr Sold;2006;2007;2008;2009;2010;Sale Type;COD;Con;ConLD;ConLI;ConLW;CWD;New;Oth;VWD;WD ;Sale Condition;Normal;Abnorml;AdjLand;Alloca;Family;Partial;SalePrice
RL;0;0;0;0;0;1;0;72;10007;Pave;1;0;NA;0;0;1;IR1;1;0;0;0;Lvl;0;0;0;1;AllPub;1;0;0;Inside;0;0;0;0;1;Gtl;1;0;0;NAmes;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;Norm;0;0;1;0;0;0;0;0;0;Norm;0;0;1;0;0;0;0;0;0;1Fam;1;0;0;0;0;1Story;1;0;0;0;0;0;0;0;5;7;1959;2006;Gable;0;1;0;0;0;0;CompShg;0;1;0;0;0;0;0;0;HdBoard;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;HdBoard;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;BrkFace;0;1;0;0;0;54;806;0;247;1053;1053;0;0;1053;1;0;1;1;3;1;5;0;1959;1;312;0;0;0;0;0;0;8;0;0;0;0;0;0;0;1;0;0;0;0;2008;0;0;1;0;0;WD ;0;0;0;0;0;0;0;0;0;1;Normal;1;0;0;0;0;0;145500
RL;0;0;0;0;0;1;0;60;8250;Pave;1;0;NA;0;0;1;Reg;0;0;0;1;Lvl;0;0;0;1;AllPub;1;0;0;Corner;1;0;0;0;0;Gtl;1;0;0;NAmes;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;Norm;0;0;1;0;0;0;0;0;0;Norm;0;0;1;0;0;0;0;0;0;1Fam;1;0;0;0;0;1Story;1;0;0;0;0;0;0;0;5;7;1963;1963;Gable;0;1;0;0;0;0;CompShg;0;1;0;0;0;0;0;0;MetalSd;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;MetalSd;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;None;0;0;0;1;0;0;288;0;765;1053;1053;0;0;1053;1;0;1;0;3;1;6;0;1994;2;692;240;0;0;0;109;0;7;0;0;0;0;0;0;1;0;0;0;0;0;2007;0;1;0;0;0;WD ;0;0;0;0;0;0;0;0;0;1;Normal;1;0;0;0;0;0;142100
RL;0;0;0;0;0;1;0;65;9750;Pave;1;0;NA;0;0;1;Reg;0;0;0;1;Lvl;0;0;0;1;AllPub;1;0;0;FR2;0;0;1;0;0;Gtl;1;0;0;NAmes;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;Norm;0;0;1;0;0;0;0;0;0;Norm;0;0;1;0;0;0;0;0;0;1Fam;1;0;0;0;0;1Story;1;0;0;0;0;0;0;0;6;8;1969;1969;Gable;0;1;0;0;0;0;CompShg;0;1;0;0;0;0;0;0;HdBoard;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;HdBoard;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;None;0;0;0;1;0;0;602;438;14;1054;1054;0;0;1054;1;0;1;1;3;1;6;0;1969;2;460;180;0;0;0;80;0;7;0;0;0;0;0;0;1;0;0;0;0;0;2008;0;0;1;0;0;WD ;0;0;0;0;0;0;0;0;0;1;Normal;1;0;0;0;0;0;151000
RL;0;0;0;0;0;1;0;74;10778;Pave;1;0;NA;0;0;1;IR1;1;0;0;0;Lvl;0;0;0;1;AllPub;1;0;0;Inside;0;0;0;0;1;Gtl;1;0;0;SawyerW;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;Feedr;0;1;0;0;0;0;0;0;0;Norm;0;0;1;0;0;0;0;0;0;1Fam;1;0;0;0;0;SLvl;0;0;0;0;0;0;0;1;7;6;1990;1991;Gable;0;1;0;0;0;0;CompShg;0;1;0;0;0;0;0;0;HdBoard;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;HdBoard;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;None;0;0;0;1;0;0;460;286;308;1054;1061;0;0;1061;1;0;1;1;1;1;4;0;1990;2;462;114;36;0;0;0;0;7;0;0;0;0;0;0;1;0;0;0;0;0;2009;0;0;0;1;0;WD ;0;0;0;0;0;0;0;0;0;1;Normal;1;0;0;0;0;0;162000
RL;0;0;0;0;0;1;0;60;10230;Pave;1;0;Grvl;0;1;0;Reg;0;0;0;1;Lvl;0;0;0;1;AllPub;1;0;0;Inside;0;0;0;0;1;Gtl;1;0;0;OldTown;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;Norm;0;0;1;0;0;0;0;0;0;Norm;0;0;1;0;0;0;0;0;0;1Fam;1;0;0;0;0;1Story;1;0;0;0;0;0;0;0;5;7;1925;1950;Gable;0;1;0;0;0;0;CompShg;0;1;0;0;0;0;0;0;MetalSd;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;MetalSd;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;None;0;0;0;1;0;0;0;0;1054;1054;1078;0;0;1078;0;0;1;0;3;1;6;0;1987;1;264;0;0;0;0;112;0;12;0;0;0;0;0;0;0;0;0;0;0;1;2009;0;0;0;1;0;WD ;0;0;0;0;0;0;0;0;0;1;Normal;1;0;0;0;0;0;125000
RL;0;0;0;0;0;1;0;82;10672;Pave;1;0;NA;0;0;1;IR1;1;0;0;0;Lvl;0;0;0;1;AllPub;1;0;0;Inside;0;0;0;0;1;Gtl;1;0;0;NridgHt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;Norm;0;0;1;0;0;0;0;0;0;Norm;0;0;1;0;0;0;0;0;0;1Fam;1;0;0;0;0;2Story;0;0;0;1;0;0;0;0;8;5;2006;2006;Gable;0;1;0;0;0;0;CompShg;0;1;0;0;0;0;0;0;VinylSd;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;VinylSd;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;None;0;0;0;1;0;0;0;0;1054;1054;1054;1335;0;2389;0;0;2;1;4;1;10;1;2006;3;672;176;64;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;1;0;2006;1;0;0;0;0;New;0;0;0;0;0;0;1;0;0;0;Partial;0;0;0;0;0;1;298236
RL;0;0;0;0;0;1;0;90;11250;Pave;1;0;NA;0;0;1;IR1;1;0;0;0;Lvl;0;0;0;1;AllPub;1;0;0;Corner;1;0;0;0;0;Gtl;1;0;0;CollgCr;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Norm;0;0;1;0;0;0;0;0;0;Norm;0;0;1;0;0;0;0;0;0;1Fam;1;0;0;0;0;2Story;0;0;0;1;0;0;0;0;7;5;1998;1998;Gable;0;1;0;0;0;0;CompShg;0;1;0;0;0;0;0;0;VinylSd;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;VinylSd;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;BrkFace;0;1;0;0;0;227;796;0;258;1054;1070;869;0;1939;0;1;2;1;3;1;8;1;1998;3;555;128;84;0;0;0;0;5;0;0;0;0;1;0;0;0;0;0;0;0;2006;1;0;0;0;0;WD ;0;0;0;0;0;0;0;0;0;1;Normal;1;0;0;0;0;0;227000
RL;0;0;0;0;0;1;0;24;2280;Pave;1;0;NA;0;0;1;Reg;0;0;0;1;Lvl;0;0;0;1;AllPub;1;0;0;FR2;0;0;1;0;0;Gtl;1;0;0;NPkVill;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Norm;0;0;1;0;0;0;0;0;0;Norm;0;0;1;0;0;0;0;0;0;Twnhs;0;0;0;0;0;1Story;1;0;0;0;0;0;0;0;7;7;1976;1976;Gable;0;1;0;0;0;0;CompShg;0;1;0;0;0;0;0;0;Plywood;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Brk Cmn;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;None;0;0;0;1;0;0;120;492;443;1055;1055;0;0;1055;1;0;2;0;2;1;4;0;1976;1;319;0;29;0;0;0;0;4;0;0;0;1;0;0;0;0;0;0;0;0;2006;1;0;0;0;0;WD ;0;0;0;0;0;0;0;0;0;1;Normal;1;0;0;0;0;0;137500
RL;0;0;0;0;0;1;0;70;11218;Pave;1;0;NA;0;0;1;Reg;0;0;0;1;Lvl;0;0;0;1;AllPub;1;0;0;Inside;0;0;0;0;1;Gtl;1;0;0;SawyerW;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;Norm;0;0;1;0;0;0;0;0;0;Norm;0;0;1;0;0;0;0;0;0;1Fam;1;0;0;0;0;2Story;0;0;0;1;0;0;0;0;6;5;1992;1992;Gable;0;1;0;0;0;0;CompShg;0;1;0;0;0;0;0;0;Wd Sdng;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Wd Sdng;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;None;0;0;0;1;0;0;0;0;1055;1055;1055;790;0;1845;0;0;2;1;3;1;8;1;1992;2;462;635;104;0;0;0;0;5;0;0;0;0;1;0;0;0;0;0;0;0;2010;0;0;0;0;1;WD ;0;0;0;0;0;0;0;0;0;1;Normal;1;0;0;0;0;0;189000
RL;0;0;0;0;0;1;0;24;2529;Pave;1;0;NA;0;0;1;Reg;0;0;0;1;Lvl;0;0;0;1;AllPub;1;0;0;Inside;0;0;0;0;1;Gtl;1;0;0;NPkVill;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Norm;0;0;1;0;0;0;0;0;0;Norm;0;0;1;0;0;0;0;0;0;Twnhs;0;0;0;0;0;1Story;1;0;0;0;0;0;0;0;7;6;1977;1977;Gable;0;1;0;0;0;0;CompShg;0;1;0;0;0;0;0;0;Plywood;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Brk Cmn;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;None;0;0;0;1;0;0;378;0;677;1055;1055;0;0;1055;0;0;2;0;2;1;4;0;1977;2;440;0;38;0;0;0;0;9;0;0;0;0;0;0;0;0;1;0;0;0;2008;0;0;1;0;0;WD ;0;0;0;0;0;0;0;0;0;1;Normal;1;0;0;0;0;0;148500
RL;0;0;0;0;0;1;0;80;13600;Pave;1;0;NA;0;0;1;Reg;0;0;0;1;Bnk;1;0;0;0;AllPub;1;0;0;Inside;0;0;0;0;1;Gtl;1;0;0;NAmes;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;Norm;0;0;1;0;0;0;0;0;0;Norm;0;0;1;0;0;0;0;0;0;1Fam;1;0;0;0;0;1Story;1;0;0;0;0;0;0;0;5;6;1955;1955;Gable;0;1;0;0;0;0;CompShg;0;1;0;0;0;0;0;0;HdBoard;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;HdBoard;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;None;0;0;0;1;0;0;144;912;0;1056;1056;0;0;1056;1;0;1;1;3;1;6;0;1955;1;300;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;1;0;2006;1;0;0;0;0;WD ;0;0;0;0;0;0;0;0;0;1;Normal;1;0;0;0;0;0;125000
RL;0;0;0;0;0;1;0;80;9250;Pave;1;0;NA;0;0;1;Reg;0;0;0;1;Lvl;0;0;0;1;AllPub;1;0;0;Corner;1;0;0;0;0;Gtl;1;0;0;NAmes;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;Norm;0;0;1;0;0;0;0;0;0;Norm;0;0;1;0;0;0;0;0;0;1Fam;1;0;0;0;0;1Story;1;0;0;0;0;0;0;0;5;7;1954;2005;Gable;0;1;0;0;0;0;CompShg;0;1;0;0;0;0;0;0;Wd Sdng;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Wd Sdng;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;None;0;0;0;1;0;0;480;468;108;1056;1056;0;0;1056;0;1;1;0;3;1;6;0;1954;1;260;390;0;0;0;0;0;7;0;0;0;0;0;0;1;0;0;0;0;0;2007;0;1;0;0;0;WD ;0;0;0;0;0;0;0;0;0;1;Normal;1;0;0;0;0;0;139400
RL;0;0;0;0;0;1;0;80;9920;Pave;1;0;NA;0;0;1;Reg;0;0;0;1;Lvl;0;0;0;1;AllPub;1;0;0;Inside;0;0;0;0;1;Gtl;1;0;0;NAmes;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;Norm;0;0;1;0;0;0;0;0;0;Norm;0;0;1;0;0;0;0;0;0;1Fam;1;0;0;0;0;1Story;1;0;0;0;0;0;0;0;5;5;1954;1954;Gable;0;1;0;0;0;0;CompShg;0;1;0;0;0;0;0;0;HdBoard;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;HdBoard;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Stone;0;0;0;0;1;110;354;290;412;1056;1063;0;0;1063;1;0;1;0;3;1;6;0;1954;1;280;0;0;164;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;2010;0;0;0;0;1;WD ;0;0;0;0;0;0;0;0;0;1;Normal;1;0;0;0;0;0;128000
RL;0;0;0;0;0;1;0;65;8450;Pave;1;0;NA;0;0;1;Reg;0;0;0;1;Lvl;0;0;0;1;AllPub;1;0;0;Inside;0;0;0;0;1;Gtl;1;0;0;NAmes;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;Norm;0;0;1;0;0;0;0;0;0;Norm;0;0;1;0;0;0;0;0;0;1Fam;1;0;0;0;0;1Story;1;0;0;0;0;0;0;0;5;6;1968;1968;Gable;0;1;0;0;0;0;CompShg;0;1;0;0;0;0;0;0;VinylSd;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;VinylSd;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;None;0;0;0;1;0;0;775;0;281;1056;1056;0;0;1056;1;0;1;0;3;1;6;1;1968;1;304;0;85;184;0;0;0;7;0;0;0;0;0;0;1;0;0;0;0;0;2010;0;0;0;0;1;WD ;0;0;0;0;0;0;0;0;0;1;Normal;1;0;0;0;0;0;142000
RL;0;0;0;0;0;1;0;64;6979;Pave;1;0;NA;0;0;1;Reg;0;0;0;1;Lvl;0;0;0;1;AllPub;1;0;0;Inside;0;0;0;0;1;Gtl;1;0;0;OldTown;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;Norm;0;0;1;0;0;0;0;0;0;Norm;0;0;1;0;0;0;0;0;0;Duplex;0;0;0;0;0;SFoyer;0;0;0;0;0;0;1;0;6;5;1980;1980;Gable;0;1;0;0;0;0;CompShg;0;1;0;0;0;0;0;0;Plywood;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Plywood;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;None;0;0;0;1;0;0;1056;0;0;1056;1056;0;0;1056;2;0;0;0;0;2;4;0;1980;2;576;264;56;0;0;0;0;6;0;0;0;0;0;1;0;0;0;0;0;0;2010;0;0;0;0;1;WD ;0;0;0;0;0;0;0;0;0;1;Normal;1;0;0;0;0;0;144000
RL;0;0;0;0;0;1;0;70;8176;Pave;1;0;NA;0;0;1;Reg;0;0;0;1;Lvl;0;0;0;1;AllPub;1;0;0;Inside;0;0;0;0;1;Gtl;1;0;0;NAmes;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;Norm;0;0;1;0;0;0;0;0;0;Norm;0;0;1;0;0;0;0;0;0;1Fam;1;0;0;0;0;1Story;1;0;0;0;0;0;0;0;5;6;1958;1992;Gable;0;1;0;0;0;0;CompShg;0;1;0;0;0;0;0;0;Wd Sdng;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Wd Sdng;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;None;0;0;0;1;0;0;846;0;210;1056;1056;0;0;1056;1;0;1;0;3;1;6;0;1958;1;308;0;0;0;0;0;0;8;0;0;0;0;0;0;0;1;0;0;0;0;2007;0;1;0;0;0;WD ;0;0;0;0;0;0;0;0;0;1;Normal;1;0;0;0;0;0;139000
RL;0;0;0;0;0;1;0;100;34650;Pave;1;0;NA;0;0;1;Reg;0;0;0;1;Bnk;1;0;0;0;AllPub;1;0;0;Inside;0;0;0;0;1;Gtl;1;0;0;Gilbert;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Norm;0;0;1;0;0;0;0;0;0;Norm;0;0;1;0;0;0;0;0;0;2fmCon;0;1;0;0;0;1Story;1;0;0;0;0;0;0;0;5;5;1955;1955;Hip;0;0;0;1;0;0;CompShg;0;1;0;0;0;0;0;0;Wd Sdng;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Wd Sdng;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;None;0;0;0;1;0;0;1056;0;0;1056;1056;0;0;1056;1;0;1;0;3;1;5;0;1955;2;572;264;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;2006;1;0;0;0;0;WD ;0;0;0;0;0;0;0;0;0;1;Normal;1;0;0;0;0;0;145000
RL;0;0;0;0;0;1;0;78;10140;Pave;1;0;NA;0;0;1;Reg;0;0;0;1;Lvl;0;0;0;1;AllPub;1;0;0;Inside;0;0;0;0;1;Gtl;1;0;0;NWAmes;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;Norm;0;0;1;0;0;0;0;0;0;Norm;0;0;1;0;0;0;0;0;0;1Fam;1;0;0;0;0;1Story;1;0;0;0;0;0;0;0;5;6;1975;1975;Gable;0;1;0;0;0;0;CompShg;0;1;0;0;0;0;0;0;HdBoard;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;HdBoard;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;None;0;0;0;1;0;0;788;0;268;1056;1074;0;0;1074;1;0;1;1;3;1;6;0;1975;2;495;0;88;0;0;0;0;7;0;0;0;0;0;0;1;0;0;0;0;0;2006;1;0;0;0;0;WD ;0;0;0;0;0;0;0;0;0;1;Normal;1;0;0;0;0;0;153500
RL;0;0;0;0;0;1;0;80;9600;Pave;1;0;NA;0;0;1;Reg;0;0;0;1;Lvl;0;0;0;1;AllPub;1;0;0;Inside;0;0;0;0;1;Gtl;1;0;0;NAmes;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;Norm;0;0;1;0;0;0;0;0;0;Norm;0;0;1;0;0;0;0;0;0;1Fam;1;0;0;0;0;1Story;1;0;0;0;0;0;0;0;5;5;1951;1951;Gable;0;1;0;0;0;0;CompShg;0;1;0;0;0;0;0;0;HdBoard;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;HdBoard;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Stone;0;0;0;0;1;144;996;0;60;1056;1216;0;0;1216;1;0;1;0;3;1;7;0;1951;1;280;0;0;0;0;0;0;5;0;0;0;0;1;0;0;0;0;0;0;0;2006;1;0;0;0;0;WD ;0;0;0;0;0;0;0;0;0;1;Normal;1;0;0;0;0;0;135000
RL;0;0;0;0;0;1;0;24;2280;Pave;1;0;NA;0;0;1;Reg;0;0;0;1;Lvl;0;0;0;1;AllPub;1;0;0;FR2;0;0;1;0;0;Gtl;1;0;0;NPkVill;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Norm;0;0;1;0;0;0;0;0;0;Norm;0;0;1;0;0;0;0;0;0;Twnhs;0;0;0;0;0;1Story;1;0;0;0;0;0;0;0;7;5;1975;1975;Gable;0;1;0;0;0;0;CompShg;0;1;0;0;0;0;0;0;Plywood;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Brk Cmn;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;None;0;0;0;1;0;0;435;622;0;1057;1055;0;0;1055;0;1;2;0;2;1;4;1;1975;2;440;0;27;0;0;0;0;8;0;0;0;0;0;0;0;1;0;0;0;0;2009;0;0;0;1;0;WD ;0;0;0;0;0;0;0;0;0;1;Normal;1;0;0;0;0;0;123000
RL;0;0;0;0;0;1;0;40;3840;Pave;1;0;NA;0;0;1;IR1;1;0;0;0;Lvl;0;0;0;1;AllPub;1;0;0;Inside;0;0;0;0;1;Gtl;1;0;0;Greens;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Norm;0;0;1;0;0;0;0;0;0;Norm;0;0;1;0;0;0;0;0;0;TwnhsE;0;0;0;1;0;1Story;1;0;0;0;0;0;0;0;8;6;1978;1998;Gable;0;1;0;0;0;0;CompShg;0;1;0;0;0;0;0;0;Wd Sdng;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Plywood;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;None;0;0;0;1;0;0;881;176;0;1057;1295;0;0;1295;1;0;1;0;1;1;4;2;1978;2;571;133;89;0;0;0;0;7;0;0;0;0;0;0;1;0;0;0;0;0;2007;0;1;0;0;0;WD ;0;0;0;0;0;0;0;0;0;1;Normal;1;0;0;0;0;0;213750
RL;0;0;0;0;0;1;0;68;7922;Pave;1;0;NA;0;0;1;Reg;0;0;0;1;Lvl;0;0;0;1;AllPub;1;0;0;Inside;0;0;0;0;1;Gtl;1;0;0;NAmes;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;Norm;0;0;1;0;0;0;0;0;0;Norm;0;0;1;0;0;0;0;0;0;1Fam;1;0;0;0;0;1Story;1;0;0;0;0;0;0;0;5;7;1953;2007;Gable;0;1;0;0;0;0;CompShg;0;1;0;0;0;0;0;0;VinylSd;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;VinylSd;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;None;0;0;0;1;0;0;731;0;326;1057;1057;0;0;1057;1;0;1;0;3;1;5;0;1953;1;246;0;52;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;2010;0;0;0;0;1;WD ;0;0;0;0;0;0;0;0;0;1;Abnorml;0;1;0;0;0;0;109000
RL;0;0;0;0;0;1;0;70;7420;Pave;1;0;NA;0;0;1;Reg;0;0;0;1;Lvl;0;0;0;1;AllPub;1;0;0;Inside;0;0;0;0;1;Gtl;1;0;0;Sawyer;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Norm;0;0;1;0;0;0;0;0;0;Norm;0;0;1;0;0;0;0;0;0;1Fam;1;0;0;0;0;1Story;1;0;0;0;0;0;0;0;5;5;1962;1962;Hip;0;0;0;1;0;0;CompShg;0;1;0;0;0;0;0;0;MetalSd;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;MetalSd;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;None;0;0;0;1;0;0;417;0;640;1057;1057;0;0;1057;0;0;1;0;3;1;6;0;1977;2;576;0;0;0;0;0;0;4;0;0;0;1;0;0;0;0;0;0;0;0;2007;0;1;0;0;0;WD ;0;0;0;0;0;0;0;0;0;1;Normal;1;0;0;0;0;0;132000
RL;0;0;0;0;0;1;0;70;10519;Pave;1;0;NA;0;0;1;Reg;0;0;0;1;Lvl;0;0;0;1;AllPub;1;0;0;Inside;0;0;0;0;1;Gtl;1;0;0;Edwards;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Norm;0;0;1;0;0;0;0;0;0;Norm;0;0;1;0;0;0;0;0;0;1Fam;1;0;0;0;0;1Story;1;0;0;0;0;0;0;0;5;8;1955;1999;Hip;0;0;0;1;0;0;CompShg;0;1;0;0;0;0;0;0;MetalSd;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;MetalSd;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;Stone;0;0;0;0;1;164;0;0;1057;1057;1057;0;0;1057;0;1;1;0;3;1;6;0;1955;1;288;0;0;0;0;0;0;3;0;0;1;0;0;0;0;0;0;0;0;0;2006;1;0;0;0;0;WD ;0;0;0;0;0;0;0;0;0;1;Normal;1;0;0;0;0;0;137000
